id,name,parent_id,depth,url,globalImageUrl
55991,TROTTEN 特罗滕桌面和桌架,55989,5,https://www.ikea.cn/cn/zh/cat/trotten-te-luo-teng-zhuo-mian-he-zhuo-jia-55991/,https://www.ikea.cn/global/assets/navigation/images/trotten-desk-tops-underframes-55991.jpeg
55990,TROTTEN 特罗滕配件,55989,5,https://www.ikea.cn/cn/zh/cat/trotten-te-luo-teng-pei-jian-55990/,https://www.ikea.cn/global/assets/navigation/images/accessories-for-trotten-55990.jpeg
700337,TROTTEN 特罗滕会议桌,55989,5,https://www.ikea.cn/cn/zh/cat/trotten-te-luo-teng-hui-yi-zhuo-700337/,https://www.ikea.cn/global/assets/navigation/images/trotten-meeting-tables-700337.jpeg
700336,书桌隔板,55989,5,https://www.ikea.cn/cn/zh/cat/shu-zhuo-ge-ban-700336/,https://www.ikea.cn/global/assets/navigation/images/desk-dividers-700336.jpeg
55989,TROTTEN 特罗滕系列,47423,4,https://www.ikea.cn/cn/zh/cat/trotten-te-luo-teng-xi-lie-55989/,https://www.ikea.cn/global/assets/navigation/images/trotten-system-55989.jpeg
18962,BEKANT 贝肯特 办公室书桌,18960,5,https://www.ikea.cn/cn/zh/cat/bekant-bei-ken-te-ban-gong-shi-shu-zhuo-18962/,https://www.ikea.cn/global/assets/navigation/images/bekant-office-desks-18962.jpeg
18963,BEKANT 贝肯特 办公室储物和抽屉柜,18960,5,https://www.ikea.cn/cn/zh/cat/bekant-bei-ken-te-ban-gong-shi-chu-wu-he-chou-ti-gui-18963/,https://www.ikea.cn/global/assets/navigation/images/bekant-office-storage-drawer-units-18963.jpeg
18966,BEKANT 贝肯特 桌面,18960,5,https://www.ikea.cn/cn/zh/cat/bekant-bei-ken-te-zhuo-mian-18966/,https://www.ikea.cn/global/assets/navigation/images/bekant-desk-tops-18966.jpeg
18965,BEKANT 贝肯特 书桌桌架,18960,5,https://www.ikea.cn/cn/zh/cat/bekant-bei-ken-te-shu-zhuo-zhuo-jia-18965/,https://www.ikea.cn/global/assets/navigation/images/bekant-desk-underframes-18965.jpeg
700335,BEKANT 贝肯特会议桌,18960,5,https://www.ikea.cn/cn/zh/cat/bekant-bei-ken-te-hui-yi-zhuo-700335/,https://www.ikea.cn/global/assets/navigation/images/meeting-conference-tables-for-bekant-700335.jpeg
700336,书桌隔板,18960,5,https://www.ikea.cn/cn/zh/cat/shu-zhuo-ge-ban-700336/,https://www.ikea.cn/global/assets/navigation/images/desk-dividers-700336.jpeg
18960,BEKANT 贝肯特 系列,47423,4,https://www.ikea.cn/cn/zh/cat/bekant-bei-ken-te-xi-lie-18960/,https://www.ikea.cn/global/assets/navigation/images/bekant-system-18960.jpeg
47426,IDÅSEN 伊朵森 办公桌,47424,5,https://www.ikea.cn/cn/zh/cat/idasen-yi-duo-sen-ban-gong-zhuo-47426/,https://www.ikea.cn/global/assets/navigation/images/idasen-office-desks-47426.jpeg
47427,IDÅSEN 伊朵森 储物件和抽屉柜,47424,5,https://www.ikea.cn/cn/zh/cat/idasen-yi-duo-sen-chu-wu-jian-he-chou-ti-gui-47427/,https://www.ikea.cn/global/assets/navigation/images/idasen-office-storage-drawer-units-47427.jpeg
47425,IDÅSEN 伊朵森 桌面和底架,47424,5,https://www.ikea.cn/cn/zh/cat/idasen-yi-duo-sen-zhuo-mian-he-di-jia-47425/,https://www.ikea.cn/global/assets/navigation/images/idasen-desk-tops-underframes-47425.jpeg
54703,IDÅSEN 伊朵森会议桌,47424,5,https://www.ikea.cn/cn/zh/cat/idasen-yi-duo-sen-hui-yi-zhuo-54703/,https://www.ikea.cn/global/assets/navigation/images/idasen-conference-meeting-tables-54703.jpeg
700336,书桌隔板,47424,5,https://www.ikea.cn/cn/zh/cat/shu-zhuo-ge-ban-700336/,https://www.ikea.cn/global/assets/navigation/images/desk-dividers-700336.jpeg
47424,IDÅSEN 伊朵森 系列,47423,4,https://www.ikea.cn/cn/zh/cat/idasen-yi-duo-sen-xi-lie-47424/,https://www.ikea.cn/global/assets/navigation/images/idasen-system-47424.jpeg
18623,成品书桌,11811,5,https://www.ikea.cn/cn/zh/cat/cheng-pin-shu-zhuo-18623/,https://www.ikea.cn/global/assets/navigation/images/combinations-18623.jpeg
11845,支腿和支架,11811,5,https://www.ikea.cn/cn/zh/cat/zhi-tui-he-zhi-jia-11845/,https://www.ikea.cn/global/assets/navigation/images/legs-trestles-11845.jpeg
11844,桌面,11811,5,https://www.ikea.cn/cn/zh/cat/zhuo-mian-11844/,https://www.ikea.cn/global/assets/navigation/images/table-tops-11844.jpeg
11811,组合书桌系列,47423,4,https://www.ikea.cn/cn/zh/cat/zu-he-shu-zhuo-xi-lie-11811/,https://www.ikea.cn/global/assets/navigation/images/table-bar-system-11811.jpeg
47423,书桌系列,20649,3,https://www.ikea.cn/cn/zh/cat/shu-zhuo-xi-lie-47423/,https://www.ikea.cn/global/assets/navigation/images/table-desk-systems-47423.jpeg
55008,站立式办公桌,20649,3,https://www.ikea.cn/cn/zh/cat/zhan-li-shi-ban-gong-zhuo-55008/,https://www.ikea.cn/global/assets/navigation/images/standing-desks-55008.jpeg
20651,书桌,20649,3,https://www.ikea.cn/cn/zh/cat/shu-zhuo-20651/,https://www.ikea.cn/global/assets/navigation/images/desks-for-home-20651.jpeg
47069,办公桌,20649,3,https://www.ikea.cn/cn/zh/cat/ban-gong-zhuo-47069/,https://www.ikea.cn/global/assets/navigation/images/desks-for-office-47069.jpeg
24714,儿童书桌,20649,3,https://www.ikea.cn/cn/zh/cat/er-tong-shu-zhuo-24714/,https://www.ikea.cn/global/assets/navigation/images/childrens-desks-24714.jpeg
47070,电竞桌,20649,3,https://www.ikea.cn/cn/zh/cat/dian-jing-zhuo-47070/,https://www.ikea.cn/global/assets/navigation/images/desks-for-gaming-47070.jpeg
24830,笔记本电脑桌,20649,3,https://www.ikea.cn/cn/zh/cat/bi-ji-ben-dian-nao-zhuo-24830/,https://www.ikea.cn/global/assets/navigation/images/laptop-tables-24830.jpeg
53249,书桌椅组合,20649,3,https://www.ikea.cn/cn/zh/cat/shu-zhuo-yi-zu-he-53249/,https://www.ikea.cn/global/assets/navigation/images/desk-chair-sets-53249.jpeg
20649,书桌和办公桌,700291,2,https://www.ikea.cn/cn/zh/cat/shu-zhuo-he-ban-gong-zhuo-20649/,https://www.ikea.cn/global/assets/navigation/images/desks-computer-desks-20649.jpeg
53249,书桌椅组合,700291,2,https://www.ikea.cn/cn/zh/cat/shu-zhuo-yi-zu-he-53249/,https://www.ikea.cn/global/assets/navigation/images/desk-chair-sets-53249.jpeg
57537,多功能桌,700291,2,https://www.ikea.cn/cn/zh/cat/duo-gong-neng-zhuo-57537/,https://www.ikea.cn/global/assets/navigation/images/multifunctional-tables-57537.jpeg
47081,家用抽屉柜,10711,3,https://www.ikea.cn/cn/zh/cat/jia-yong-chou-ti-gui-47081/,https://www.ikea.cn/global/assets/navigation/images/drawer-units-for-home-47081.jpeg
47082,办公室抽屉柜,10711,3,https://www.ikea.cn/cn/zh/cat/ban-gong-shi-chou-ti-gui-47082/,https://www.ikea.cn/global/assets/navigation/images/drawer-units-for-office-47082.jpeg
10711,抽屉柜-书房和办公室,700291,2,https://www.ikea.cn/cn/zh/cat/chou-ti-gui-shu-fang-he-ban-gong-shi-10711/,https://www.ikea.cn/global/assets/navigation/images/drawer-units-10711.jpeg
47084,办公室储物柜,10385,3,https://www.ikea.cn/cn/zh/cat/ban-gong-shi-chu-wu-gui-47084/,https://www.ikea.cn/global/assets/navigation/images/storage-units-cabinets-for-office-47084.jpeg
47083,家用储物柜,10385,3,https://www.ikea.cn/cn/zh/cat/jia-yong-chu-wu-gui-47083/,https://www.ikea.cn/global/assets/navigation/images/storage-units-cabinets-for-home-47083.jpeg
10385,储物文件柜,700291,2,https://www.ikea.cn/cn/zh/cat/chu-wu-wen-jian-gui-10385/,https://www.ikea.cn/global/assets/navigation/images/storage-units-cabinets-10385.jpeg
46080,房间隔断,700291,2,https://www.ikea.cn/cn/zh/cat/fang-jian-ge-duan-46080/,https://www.ikea.cn/global/assets/navigation/images/room-dividers-46080.jpeg
700336,书桌隔板,700291,2,https://www.ikea.cn/cn/zh/cat/shu-zhuo-ge-ban-700336/,https://www.ikea.cn/global/assets/navigation/images/desk-dividers-700336.jpeg
20502,工作灯,700291,2,https://www.ikea.cn/cn/zh/cat/gong-zuo-deng-20502/,https://www.ikea.cn/global/assets/navigation/images/work-lamps-20502.jpeg
41070,电池和电池充电器,40845,3,https://www.ikea.cn/cn/zh/cat/dian-chi-he-dian-chi-chong-dian-qi-41070/,https://www.ikea.cn/global/assets/navigation/images/batteries-battery-chargers-41070.jpeg
40844,USB充电器,40845,3,https://www.ikea.cn/cn/zh/cat/usbchong-dian-qi-40844/,https://www.ikea.cn/global/assets/navigation/images/usb-chargers-40844.jpeg
41069,无线充电用品/配件,40845,3,https://www.ikea.cn/cn/zh/cat/wu-xian-chong-dian-yong-pin-pei-jian-41069/,https://www.ikea.cn/global/assets/navigation/images/wireless-charging-accessories-41069.jpeg
16195,电线整理和配件,40845,3,https://www.ikea.cn/cn/zh/cat/dian-xian-zheng-li-he-pei-jian-16195/,https://www.ikea.cn/global/assets/navigation/images/cable-management-accessories-16195.jpeg
40845,电线和充电器,700291,2,https://www.ikea.cn/cn/zh/cat/dian-xian-he-chong-dian-qi-40845/,https://www.ikea.cn/global/assets/navigation/images/cables-chargers-40845.jpeg
16202,纸张和音像产品储物盒,10551,3,https://www.ikea.cn/cn/zh/cat/zhi-zhang-he-yin-xiang-chan-pin-chu-wu-he-16202/,https://www.ikea.cn/global/assets/navigation/images/paper-media-boxes-16202.jpeg
10574,布告板,10551,3,https://www.ikea.cn/cn/zh/cat/bu-gao-ban-10574/,https://www.ikea.cn/global/assets/navigation/images/noticeboards-10574.jpeg
10567,杂志夹,10551,3,https://www.ikea.cn/cn/zh/cat/za-zhi-jia-10567/,https://www.ikea.cn/global/assets/navigation/images/magazine-files-10567.jpeg
10568,报纸架,10551,3,https://www.ikea.cn/cn/zh/cat/bao-zhi-jia-10568/,https://www.ikea.cn/global/assets/navigation/images/newspaper-racks-10568.jpeg
10551,文件和多媒体储藏件,700291,2,https://www.ikea.cn/cn/zh/cat/wen-jian-he-duo-mei-ti-chu-cang-jian-10551/,https://www.ikea.cn/global/assets/navigation/images/paper-media-organisers-10551.jpeg
46077,降噪用品,700291,2,https://www.ikea.cn/cn/zh/cat/xi-yin-ban-46077/,https://www.ikea.cn/global/assets/navigation/images/acoustic-panels-46077.jpeg
700291,居家办公,0,1,https://www.ikea.cn/cn/zh/cat/ju-jia-ban-gong-700291/,https://www.ikea.cn/global/assets/navigation/images/working-from-home-700291.jpeg
10692,大号和中号地毯,10653,3,https://www.ikea.cn/cn/zh/cat/da-hao-he-zhong-hao-di-tan-10692/,https://www.ikea.cn/global/assets/navigation/images/large-medium-rugs-10692.jpeg
10689,长条地毯和小号地毯,10653,3,https://www.ikea.cn/cn/zh/cat/chang-tiao-di-tan-he-xiao-hao-di-tan-10689/,https://www.ikea.cn/global/assets/navigation/images/runners-small-rugs-10689.jpeg
39267,手工地毯,10653,3,https://www.ikea.cn/cn/zh/cat/shou-gong-di-tan-39267/,https://www.ikea.cn/global/assets/navigation/images/handmade-rugs-39267.jpeg
34204,户外地毯,10653,3,https://www.ikea.cn/cn/zh/cat/hu-wai-di-tan-34204/,https://www.ikea.cn/global/assets/navigation/images/outdoor-rugs-34204.jpeg
10698,门垫,10653,3,https://www.ikea.cn/cn/zh/cat/men-dian-10698/,https://www.ikea.cn/global/assets/navigation/images/door-mats-10698.jpeg
20544,羊皮和牛皮,10653,3,https://www.ikea.cn/cn/zh/cat/yang-pi-he-niu-pi-20544/,https://www.ikea.cn/global/assets/navigation/images/sheepskins-cowhides-20544.jpeg
10699,防滑垫和底垫,10653,3,https://www.ikea.cn/cn/zh/cat/fang-hua-dian-he-di-dian-10699/,https://www.ikea.cn/global/assets/navigation/images/anti-slip-underlays-10699.jpeg
20543,圆形地毯,10653,3,https://www.ikea.cn/cn/zh/cat/yuan-xing-di-tan-20543/,https://www.ikea.cn/global/assets/navigation/images/round-rugs-20543.jpeg
10695,东方地毯,10653,3,https://www.ikea.cn/cn/zh/cat/dong-fang-di-tan-10695/,https://www.ikea.cn/global/assets/navigation/images/oriental-rugs-10695.jpeg
18774,儿童地毯,10653,3,https://www.ikea.cn/cn/zh/cat/er-tong-di-tan-18774/,https://www.ikea.cn/global/assets/navigation/images/childrens-rugs-18774.jpeg
10653,地毯,rm001,2,https://www.ikea.cn/cn/zh/cat/di-tan-10653/,https://www.ikea.cn/global/assets/navigation/images/rugs-10653.jpeg
21957,户外地板,rm001,2,https://www.ikea.cn/cn/zh/cat/hu-wai-di-ban-21957/,https://www.ikea.cn/global/assets/navigation/images/outdoor-flooring-21957.jpeg
10698,门垫,rm001,2,https://www.ikea.cn/cn/zh/cat/men-dian-10698/,https://www.ikea.cn/global/assets/navigation/images/door-mats-10698.jpeg
20519,浴室垫子,rm001,2,https://www.ikea.cn/cn/zh/cat/yu-shi-dian-zi-20519/,https://www.ikea.cn/global/assets/navigation/images/bath-mats-20519.jpeg
rm001,"地毯, 门垫和地板",0,1,https://www.ikea.cn/cn/zh/cat/di-tan-men-dian-he-di-ban-rm001/,https://www.ikea.cn/global/assets/navigation/images/rugs-mats-flooring-rm001.jpeg
20606,食品储存罐,15937,3,https://www.ikea.cn/cn/zh/cat/shi-pin-chu-cun-guan-20606/,https://www.ikea.cn/global/assets/navigation/images/food-containers-20606.jpeg
15950,瓶子和罐子,15937,3,https://www.ikea.cn/cn/zh/cat/ping-zi-he-guan-zi-15950/,https://www.ikea.cn/global/assets/navigation/images/jars-tins-15950.jpeg
15951,佐料和调味品架,15937,3,https://www.ikea.cn/cn/zh/cat/zuo-liao-he-diao-wei-pin-jia-15951/,https://www.ikea.cn/global/assets/navigation/images/spice-condiment-stands-15951.jpeg
15952,酒架,15937,3,https://www.ikea.cn/cn/zh/cat/jiu-jia-15952/,https://www.ikea.cn/global/assets/navigation/images/wine-racks-15952.jpeg
46082,冰袋,15937,3,https://www.ikea.cn/cn/zh/cat/bing-dai-46082/,https://www.ikea.cn/global/assets/navigation/images/cool-bags-46082.jpeg
700352,水壶和旅行杯,15937,3,https://www.ikea.cn/cn/zh/cat/shui-hu-he-lu-xing-bei-700352/,https://www.ikea.cn/global/assets/navigation/images/water-bottle-travel-mugs-700352.jpeg
15937,食品收纳与储存罐,kt001,2,https://www.ikea.cn/cn/zh/cat/shi-pin-shou-na-yu-chu-cun-guan-15937/,https://www.ikea.cn/global/assets/navigation/images/food-storage-organising-15937.jpeg
18864,碗,18860,3,https://www.ikea.cn/cn/zh/cat/wan-18864/,https://www.ikea.cn/global/assets/navigation/images/bowls-18864.jpeg
31781,餐具组,18860,3,https://www.ikea.cn/cn/zh/cat/can-ju-zu-31781/,https://www.ikea.cn/global/assets/navigation/images/dinnerware-sets-31781.jpeg
18861,盘子,18860,3,https://www.ikea.cn/cn/zh/cat/pan-zi-18861/,https://www.ikea.cn/global/assets/navigation/images/plates-18861.jpeg
18863,餐盘,18860,3,https://www.ikea.cn/cn/zh/cat/can-pan-18863/,https://www.ikea.cn/global/assets/navigation/images/side-plates-18863.jpeg
18862,深盘,18860,3,https://www.ikea.cn/cn/zh/cat/shen-pan-18862/,https://www.ikea.cn/global/assets/navigation/images/deep-plates-18862.jpeg
45853,儿童碗盘,18860,3,https://www.ikea.cn/cn/zh/cat/er-tong-wan-pan-45853/,https://www.ikea.cn/global/assets/navigation/images/childrens-plates-bowls-45853.jpeg
